id,category,amount
92673,Rent,688.55
92674,Rent,1011.74
92675,Food,3646.48
92676,Utilities,3270.42
92677,Rent,1998.53
92678,Utilities,1366.97
92679,Utilities,1453.17
92680,Shopping,4994.88
92681,Utilities,3100.55
92682,Utilities,4800.44
92683,Travel,870.33
92684,Rent,713.08
92685,Utilities,238.0
92686,Food,4203.51
92687,Utilities,682.54
92688,Shopping,373.01
92689,Rent,2944.79
92690,Utilities,698.45
92691,Rent,3404.6
92692,Rent,4567.65
92693,Rent,1628.15
92694,Shopping,534.76
92695,Food,4030.53
92696,Utilities,379.97
92697,Rent,1621.02
92698,Food,379.24
92699,Rent,3551.51
92700,Travel,2922.75
92701,Shopping,2471.86
92702,Rent,2157.98
92703,Shopping,2557.09
92704,Food,2425.21
92705,Rent,816.38
92706,Shopping,4444.88
92707,Shopping,2655.51
92708,Shopping,1056.67
92709,Utilities,1786.97
92710,Utilities,2347.98
92711,Shopping,1770.3
92712,Utilities,4543.78
92713,Food,3804.58
92714,Food,3979.44
92715,Food,2991.55
92716,Rent,4889.23
92717,Utilities,253.98
92718,Utilities,1570.19
92719,Travel,1868.94
92720,Food,1265.96
92721,Food,4661.55
92722,Utilities,417.24
92723,Shopping,1538.08
92724,Utilities,4176.36
92725,Rent,266.54
92726,Shopping,4910.09
92727,Travel,3966.16
92728,Travel,2333.61
92729,Food,800.71
92730,Utilities,4697.15
92731,Utilities,3103.2
92732,Travel,4558.34
92733,Utilities,222.35
92734,Utilities,3761.03
92735,Travel,3531.99
92736,Utilities,4100.31
92737,Shopping,628.8
92738,Travel,2890.7
92739,Utilities,3725.17
92740,Travel,4194.17
92741,Rent,4578.54
92742,Shopping,649.34
92743,Shopping,2878.98
92744,Travel,1327.5
92745,Travel,1199.58
92746,Utilities,4641.25
92747,Food,3160.4
92748,Food,1581.88
92749,Utilities,4209.35
92750,Food,2079.6
92751,Food,265.76
92752,Food,4554.58
92753,Shopping,1132.82
92754,Rent,4134.74
92755,Travel,3047.99
92756,Shopping,731.19
92757,Rent,4155.16
92758,Utilities,2951.65
92759,Food,754.41
92760,Rent,713.73
92761,Food,424.29
92762,Food,1465.16
92763,Food,3161.17
92764,Travel,1381.26
92765,Rent,3825.71
92766,Food,1914.13
92767,Rent,2679.95
92768,Shopping,1442.41
92769,Utilities,3714.43
92770,Shopping,149.95
92771,Travel,1079.55
92772,Shopping,2953.52
92773,Shopping,1127.11
92774,Travel,3220.17
92775,Shopping,2715.84
92776,Utilities,2151.57
92777,Utilities,3749.05
92778,Rent,4195.1
92779,Travel,4451.17
92780,Shopping,2247.37
92781,Utilities,1752.69
92782,Food,3650.13
92783,Rent,4642.69
92784,Travel,868.63
92785,Shopping,2853.11
92786,Rent,215.89
92787,Shopping,4425.18
92788,Shopping,3095.0
92789,Rent,4827.81
92790,Rent,2390.54
92791,Shopping,2266.37
92792,Shopping,689.2
92793,Food,2444.04
92794,Travel,3627.93
92795,Travel,3542.38
92796,Food,2403.94
92797,Travel,235.87
92798,Rent,593.4
92799,Shopping,837.48
92800,Food,743.75
92801,Utilities,3788.88
92802,Food,3966.67
92803,Food,4232.85
92804,Rent,3317.82
92805,Travel,4494.83
92806,Travel,2557.33
92807,Rent,4461.78
92808,Travel,3020.37
92809,Shopping,1086.36
92810,Utilities,2381.43
92811,Utilities,1126.72
92812,Travel,120.76
92813,Shopping,2643.85
92814,Rent,2015.66
92815,Travel,4141.61
92816,Rent,2747.08
92817,Food,383.4
92818,Rent,4342.49
92819,Shopping,4781.3
92820,Travel,4293.05
92821,Shopping,3395.98
92822,Utilities,2237.93
92823,Utilities,848.66
92824,Rent,4562.2
92825,Shopping,4961.42
92826,Travel,2587.55
92827,Rent,2603.74
92828,Utilities,2061.89
92829,Travel,498.04
92830,Utilities,1342.03
92831,Travel,1376.66
92832,Food,2290.62
92833,Shopping,765.24
92834,Shopping,3010.5
92835,Utilities,922.32
92836,Utilities,3882.5
92837,Utilities,55.72
92838,Travel,2766.01
92839,Utilities,110.69
92840,Rent,414.69
92841,Rent,4912.0
92842,Shopping,3302.31
92843,Rent,1103.09
92844,Food,1260.52
92845,Utilities,1488.57
92846,Travel,626.58
92847,Shopping,2439.07
92848,Travel,1816.66
92849,Travel,2089.73
92850,Rent,129.26
92851,Travel,4967.8
92852,Shopping,4098.39
92853,Rent,2210.08
92854,Utilities,2769.96
92855,Rent,3197.95
92856,Shopping,74.9
92857,Travel,3267.64
92858,Travel,2431.62
92859,Rent,825.54
92860,Shopping,2958.04
92861,Shopping,949.93
92862,Utilities,2029.0
92863,Shopping,3366.3
92864,Utilities,2449.16
92865,Rent,1129.57
92866,Utilities,2440.18
92867,Food,4763.57
92868,Shopping,2961.2
92869,Rent,3455.92
92870,Rent,2440.23
92871,Utilities,2840.63
92872,Utilities,2937.0
92873,Rent,4945.44
92874,Utilities,1037.15
92875,Utilities,4674.47
92876,Travel,3169.63
92877,Utilities,3842.72
92878,Utilities,680.65
92879,Travel,3544.93
92880,Shopping,17.32
92881,Utilities,264.2
92882,Food,2818.24
92883,Travel,2936.69
92884,Shopping,3613.54
92885,Rent,4866.65
92886,Shopping,3200.27
92887,Rent,4808.01
92888,Travel,403.98
92889,Travel,1847.37
92890,Utilities,1382.79
92891,Travel,2590.43
92892,Utilities,2309.44
92893,Travel,2542.88
92894,Travel,4768.87
92895,Shopping,1032.77
92896,Food,4440.57
92897,Rent,4858.64
92898,Utilities,4989.05
92899,Food,2816.29
92900,Shopping,3999.56
92901,Rent,2087.76
92902,Travel,3353.25
92903,Food,2523.57
92904,Food,1779.1
92905,Travel,2560.34
92906,Travel,4475.86
92907,Utilities,4594.54
92908,Food,526.63
92909,Utilities,1224.66
92910,Utilities,316.94
92911,Utilities,3553.51
92912,Rent,4664.54
92913,Food,4691.86
92914,Rent,4446.45
92915,Travel,2074.56
92916,Travel,1314.23
92917,Food,3076.76
92918,Food,2047.48
92919,Utilities,3266.46
92920,Food,2226.0
92921,Utilities,1705.23
92922,Utilities,1544.79
92923,Food,3936.57
92924,Rent,587.55
92925,Shopping,2165.84
92926,Utilities,2235.73
92927,Shopping,3590.9
92928,Rent,2239.46
92929,Rent,1567.38
92930,Food,3715.06
92931,Rent,4992.93
92932,Shopping,3702.59
92933,Utilities,919.08
92934,Rent,3258.65
92935,Travel,3105.92
92936,Shopping,4462.75
92937,Food,3892.37
92938,Travel,1334.06
92939,Travel,4678.88
92940,Utilities,1435.57
92941,Utilities,505.29
92942,Food,2278.8
92943,Rent,933.48
92944,Utilities,3206.58
92945,Shopping,4454.73
92946,Utilities,2750.77
92947,Utilities,4069.13
92948,Travel,3882.66
92949,Shopping,4187.03
92950,Travel,3714.7
92951,Utilities,3392.37
92952,Food,970.44
92953,Travel,4196.89
92954,Shopping,4456.65
92955,Shopping,4638.14
92956,Shopping,1701.26
92957,Utilities,1263.87
92958,Utilities,4863.24
92959,Food,4262.51
92960,Rent,861.83
92961,Shopping,1082.11
92962,Shopping,4037.37
92963,Travel,4225.14
92964,Travel,4119.8
92965,Rent,3225.91
92966,Shopping,2883.36
92967,Utilities,4337.19
92968,Food,3514.3
92969,Rent,1475.08
92970,Shopping,2967.18
92971,Food,310.7
92972,Utilities,1366.12
92973,Utilities,3552.09
92974,Shopping,3250.08
92975,Utilities,1534.76
92976,Utilities,2741.01
92977,Travel,1243.46
92978,Shopping,1789.34
92979,Shopping,3124.65
92980,Rent,1035.86
92981,Travel,2377.16
92982,Food,4001.28
92983,Travel,4611.24
92984,Travel,1735.94
92985,Shopping,4294.43
92986,Utilities,4841.33
92987,Rent,516.23
92988,Food,4407.73
92989,Shopping,2448.69
92990,Shopping,2198.91
92991,Travel,1580.35
92992,Travel,2358.14
92993,Food,481.47
92994,Travel,383.98
92995,Rent,3895.99
92996,Travel,1066.11
92997,Food,4103.22
92998,Travel,3734.28
92999,Utilities,4403.37
93000,Utilities,885.01
93001,Rent,2845.87
93002,Rent,4204.64
93003,Travel,2191.9
93004,Shopping,2999.59
93005,Shopping,1391.01
93006,Utilities,2451.85
93007,Utilities,945.29
93008,Rent,1513.91
93009,Rent,2351.24
93010,Travel,3906.8
93011,Food,3828.7
93012,Rent,596.15
93013,Rent,251.35
93014,Utilities,4656.67
93015,Shopping,713.11
93016,Food,4468.18
93017,Travel,3021.55
93018,Rent,617.41
93019,Utilities,3734.43
93020,Travel,4318.15
93021,Rent,4626.59
93022,Travel,4412.57
93023,Travel,3695.06
93024,Utilities,4787.48
93025,Food,3288.53
93026,Rent,3705.89
93027,Rent,2324.94
93028,Food,313.21
93029,Food,133.0
93030,Shopping,1722.72
93031,Shopping,2826.38
93032,Shopping,2483.68
93033,Food,1179.43
93034,Shopping,3790.45
93035,Food,763.59
93036,Utilities,4166.08
93037,Utilities,3776.51
93038,Food,743.78
93039,Rent,112.91
93040,Rent,1373.51
93041,Utilities,3510.07
93042,Rent,835.5
93043,Travel,1115.05
93044,Food,257.36
93045,Travel,387.87
93046,Rent,2564.25
93047,Rent,2330.55
93048,Travel,3581.51
93049,Travel,4206.71
93050,Food,4843.03
93051,Food,2360.15
93052,Shopping,2279.93
93053,Shopping,4624.42
93054,Food,4008.8
93055,Rent,3097.91
93056,Food,4832.15
93057,Travel,3343.33
93058,Rent,732.57
93059,Travel,128.83
93060,Travel,4787.87
93061,Rent,1068.72
93062,Utilities,3097.91
93063,Travel,129.66
93064,Travel,4678.7
93065,Shopping,2598.34
93066,Rent,1567.24
93067,Food,3278.88
93068,Shopping,1318.41
93069,Utilities,3768.07
93070,Rent,68.69
93071,Utilities,3861.59
93072,Utilities,3818.71
93073,Food,2653.83
93074,Shopping,3732.11
93075,Travel,2339.16
93076,Travel,1036.28
93077,Rent,3512.09
93078,Travel,594.57
93079,Travel,2901.89
93080,Food,3608.31
93081,Rent,3968.36
93082,Travel,4272.24
93083,Utilities,157.71
93084,Utilities,206.83
93085,Rent,2673.57
93086,Food,3168.02
93087,Utilities,3413.67
93088,Travel,4369.4
93089,Rent,2145.23
93090,Travel,1239.32
93091,Shopping,4942.61
93092,Shopping,2172.62
93093,Utilities,2908.8
93094,Shopping,2314.99
93095,Rent,4429.46
93096,Rent,2546.29
93097,Utilities,722.05
93098,Utilities,3809.0
93099,Rent,2457.24
93100,Utilities,3261.22
93101,Food,4812.53
93102,Utilities,2344.24
93103,Food,1063.87
93104,Utilities,4219.4
93105,Utilities,3828.71
93106,Rent,1978.87
93107,Food,3690.44
93108,Rent,3769.28
93109,Food,1172.94
93110,Travel,3334.15
93111,Rent,4266.83
93112,Food,4598.59
93113,Travel,600.32
93114,Shopping,2045.51
93115,Travel,1715.55
93116,Shopping,2184.08
93117,Rent,3587.23
93118,Rent,3319.83
93119,Utilities,4523.83
93120,Shopping,1189.09
93121,Shopping,1954.0
93122,Utilities,4846.37
93123,Utilities,4275.3
93124,Travel,216.95
93125,Utilities,3558.7
93126,Shopping,4841.09
93127,Rent,4037.99
93128,Utilities,1218.88
93129,Food,4976.87
93130,Travel,1480.09
93131,Utilities,4071.95
93132,Rent,2706.21
93133,Utilities,2717.72
93134,Shopping,106.04
93135,Travel,595.36
93136,Travel,459.58
93137,Utilities,3081.83
93138,Shopping,434.04
93139,Rent,1515.98
93140,Utilities,3614.07
93141,Travel,4239.58
93142,Utilities,24.54
93143,Shopping,4064.99
93144,Utilities,480.07
93145,Rent,3668.06
93146,Travel,1114.38
93147,Rent,839.86
93148,Food,4436.77
93149,Shopping,4289.35
93150,Utilities,3951.03
93151,Food,2999.83
93152,Food,2688.91
93153,Travel,4210.24
93154,Rent,2828.55
93155,Travel,1721.15
93156,Utilities,3423.65
93157,Rent,4741.92
93158,Utilities,3396.62
93159,Utilities,1410.69
93160,Travel,1247.77
93161,Rent,4390.71
93162,Travel,1629.71
93163,Utilities,912.83
93164,Travel,310.81
93165,Food,1414.65
93166,Utilities,4472.8
93167,Shopping,1538.99
93168,Travel,4070.4
93169,Shopping,3840.83
93170,Food,2610.6
93171,Shopping,1910.51
93172,Travel,3029.95
93173,Utilities,307.34
93174,Food,4146.42
93175,Utilities,672.15
93176,Rent,2012.54
93177,Food,2808.19
93178,Utilities,4865.47
93179,Travel,1049.84
93180,Shopping,2599.56
93181,Shopping,673.76
93182,Travel,2988.57
93183,Travel,3572.32
93184,Rent,3898.21
93185,Shopping,2160.88
93186,Rent,3984.87
93187,Rent,3091.02
93188,Utilities,1219.48
93189,Utilities,2182.18
93190,Travel,734.5
93191,Shopping,3357.65
93192,Rent,3332.48
93193,Utilities,4604.34
93194,Travel,4961.67
93195,Shopping,2373.01
93196,Rent,1942.5
93197,Food,876.87
93198,Travel,3390.01
93199,Travel,4439.67
93200,Utilities,374.09
93201,Shopping,131.97
93202,Rent,1093.31
93203,Shopping,4472.36
93204,Shopping,3523.15
93205,Food,1198.95
93206,Shopping,4523.4
93207,Food,4475.95
93208,Shopping,769.33
93209,Food,4857.76
93210,Travel,2299.32
93211,Utilities,4578.05
93212,Travel,2224.2
93213,Food,365.83
93214,Rent,2370.95
93215,Food,854.56
93216,Shopping,3067.1
93217,Food,2610.68
93218,Utilities,3847.41
93219,Utilities,655.58
93220,Utilities,4038.44
93221,Utilities,233.12
93222,Rent,3811.3
93223,Rent,279.35
93224,Travel,4477.01
93225,Rent,4313.6
93226,Shopping,1492.11
93227,Food,4337.53
93228,Food,4696.55
93229,Utilities,1619.53
93230,Utilities,681.53
93231,Food,324.51
93232,Rent,975.58
93233,Utilities,2435.6
93234,Food,2507.19
93235,Utilities,1719.27
93236,Shopping,1028.92
93237,Shopping,1855.32
93238,Travel,1119.51
93239,Rent,1124.08
93240,Food,4206.68
93241,Rent,346.11
93242,Food,3388.32
93243,Shopping,562.78
93244,Rent,1464.45
93245,Travel,647.66
93246,Rent,170.07
93247,Travel,2701.96
93248,Shopping,4226.91
93249,Utilities,3999.98
93250,Food,4073.83
93251,Shopping,1956.15
93252,Food,3153.64
93253,Utilities,4688.04
93254,Shopping,3086.73
93255,Food,3320.02
93256,Food,2122.22
93257,Shopping,3476.52
93258,Food,865.96
93259,Utilities,337.89
93260,Food,3929.75
93261,Utilities,4936.73
93262,Shopping,3192.96
93263,Rent,4759.95
93264,Travel,3547.26
93265,Utilities,4586.93
93266,Rent,3509.67
93267,Rent,2151.66
93268,Shopping,3657.78
93269,Rent,4152.96
93270,Food,3623.87
93271,Rent,3588.22
93272,Rent,4178.75
93273,Travel,1382.42
93274,Shopping,593.72
93275,Utilities,3163.24
93276,Shopping,2094.09
93277,Food,4434.13
93278,Shopping,4740.48
93279,Travel,1112.5
93280,Travel,3957.62
93281,Rent,852.8
93282,Shopping,1871.1
93283,Travel,3469.02
93284,Travel,3638.1
93285,Travel,1901.14
93286,Food,770.46
93287,Utilities,465.87
93288,Food,399.55
93289,Food,2143.57
93290,Utilities,4499.92
93291,Rent,3499.41
93292,Shopping,4841.02
93293,Rent,2217.3
93294,Shopping,1727.14
93295,Travel,1169.47
93296,Rent,2609.97
93297,Utilities,861.7
93298,Utilities,4998.62
93299,Rent,518.15
93300,Shopping,1638.11
93301,Travel,3634.32
93302,Rent,2727.24
93303,Food,3444.27
93304,Shopping,3053.64
93305,Shopping,4156.66
93306,Travel,254.89
93307,Rent,4622.59
93308,Rent,1565.07
93309,Food,4311.98
93310,Shopping,771.85
93311,Food,1151.56
93312,Rent,1003.49
93313,Utilities,1494.99
93314,Rent,403.09
93315,Rent,1677.77
93316,Travel,3888.28
93317,Travel,3889.49
93318,Utilities,4921.22
93319,Travel,4847.26
93320,Shopping,4077.77
93321,Travel,3792.19
93322,Food,4951.42
93323,Rent,706.07
93324,Food,4627.87
93325,Travel,3165.23
93326,Rent,614.3
93327,Shopping,1080.68
93328,Shopping,394.15
93329,Food,1982.98
93330,Travel,41.67
93331,Shopping,4225.9
93332,Food,3081.87
93333,Shopping,2968.87
93334,Utilities,2281.97
93335,Shopping,3117.58
93336,Utilities,3105.21
93337,Utilities,904.97
93338,Utilities,1084.43
93339,Travel,3022.81
93340,Travel,3174.96
93341,Travel,4003.25
93342,Food,2150.18
93343,Rent,2446.72
93344,Rent,3734.37
93345,Travel,2633.12
93346,Shopping,4937.73
93347,Utilities,4547.15
93348,Shopping,3889.72
93349,Food,979.1
93350,Utilities,763.48
93351,Rent,4206.4
93352,Shopping,2190.9
93353,Travel,951.87
93354,Utilities,2498.56
93355,Shopping,4330.79
93356,Travel,61.92
93357,Rent,980.64
93358,Shopping,4874.03
93359,Shopping,3752.47
93360,Food,2094.95
93361,Utilities,1135.36
93362,Travel,2491.98
93363,Food,4744.83
93364,Rent,42.07
93365,Food,733.59
93366,Utilities,3122.96
93367,Rent,1973.64
93368,Shopping,593.32
93369,Shopping,1256.34
93370,Travel,4343.47
93371,Rent,330.95
93372,Shopping,685.8
93373,Rent,942.54
93374,Food,300.76
93375,Travel,4747.02
93376,Rent,2419.97
93377,Shopping,2347.72
93378,Utilities,3833.73
93379,Utilities,507.6
93380,Utilities,3049.66
93381,Travel,3159.67
93382,Shopping,2728.91
93383,Travel,2295.05
93384,Rent,3210.03
93385,Rent,3663.38
93386,Travel,147.85
93387,Rent,2972.34
93388,Utilities,3860.71
93389,Rent,332.39
93390,Shopping,230.38
93391,Travel,1591.72
93392,Utilities,1760.96
93393,Food,1979.55
93394,Shopping,4707.59
93395,Rent,806.9
93396,Food,2777.67
93397,Utilities,1727.46
93398,Rent,4206.77
93399,Utilities,669.33
93400,Utilities,3569.59
93401,Shopping,365.76
93402,Food,2838.23
93403,Rent,4228.38
93404,Food,652.02
93405,Travel,3472.43
93406,Shopping,4716.64
93407,Rent,3625.01
93408,Rent,1505.53
93409,Shopping,1395.45
93410,Utilities,2189.39
93411,Travel,4556.72
93412,Utilities,1281.61
93413,Travel,2177.36
93414,Food,3908.91
93415,Food,2293.18
93416,Travel,2129.57
93417,Rent,871.24
93418,Travel,1647.67
93419,Travel,3173.81
93420,Travel,3610.01
93421,Rent,4521.03
93422,Rent,3773.54
93423,Food,1620.92
93424,Utilities,3271.5
93425,Food,3474.85
93426,Travel,2652.21
93427,Food,2819.99
93428,Food,3442.03
93429,Rent,4952.53
93430,Rent,4716.27
93431,Food,971.89
93432,Utilities,3334.95
93433,Shopping,2376.92
93434,Rent,4767.05
93435,Utilities,4473.01
93436,Shopping,1444.94
93437,Shopping,1769.12
93438,Rent,4411.74
93439,Shopping,3580.55
93440,Travel,2156.11
93441,Shopping,3433.59
93442,Utilities,997.75
93443,Travel,4883.2
93444,Food,1241.82
93445,Food,996.95
93446,Travel,2621.41
93447,Utilities,4629.95
93448,Shopping,966.86
93449,Food,251.05
93450,Rent,4152.35
93451,Food,3015.59
93452,Rent,2251.6
93453,Travel,3115.19
93454,Shopping,2055.97
93455,Shopping,1846.21
93456,Utilities,4794.3
93457,Travel,3623.64
93458,Utilities,2590.79
93459,Rent,400.47
93460,Rent,4273.61
93461,Shopping,1491.03
93462,Shopping,152.65
93463,Utilities,1404.36
93464,Shopping,3494.75
93465,Travel,3553.22
93466,Food,2320.49
93467,Utilities,1997.28
93468,Shopping,3663.86
93469,Travel,3265.43
93470,Shopping,3892.33
93471,Shopping,4641.45
93472,Travel,2154.73
93473,Utilities,2905.65
93474,Travel,1580.87
93475,Travel,1634.49
93476,Travel,1093.51
93477,Utilities,1675.21
93478,Rent,4169.79
93479,Shopping,4207.87
93480,Travel,1631.01
93481,Utilities,241.77
93482,Shopping,4548.51
93483,Travel,4971.51
93484,Shopping,2265.49
93485,Food,2907.16
93486,Food,3068.78
93487,Food,1331.73
93488,Utilities,3652.79
93489,Utilities,4005.09
93490,Utilities,4875.18
93491,Shopping,2890.65
93492,Utilities,3948.97
93493,Food,3510.83
93494,Shopping,2456.92
93495,Travel,2203.9
93496,Travel,732.66
93497,Utilities,271.11
93498,Rent,3062.97
93499,Food,4041.94
93500,Shopping,4399.85
93501,Utilities,3924.15
93502,Shopping,2132.77
93503,Shopping,3984.25
93504,Utilities,3140.43
93505,Utilities,2389.14
93506,Food,1354.97
93507,Utilities,4506.48
93508,Food,1438.13
93509,Utilities,282.21
93510,Shopping,3740.43
93511,Rent,2789.74
93512,Food,559.31
93513,Food,4172.7
93514,Food,4738.08
93515,Rent,1861.04
93516,Travel,2095.43
93517,Rent,4525.17
93518,Shopping,18.84
93519,Rent,2243.01
93520,Rent,512.94
93521,Food,2737.59
93522,Rent,2300.04
93523,Utilities,779.46
93524,Rent,35.16
93525,Shopping,2970.39
93526,Travel,1801.2
93527,Food,4391.44
93528,Food,1018.27
93529,Shopping,2884.42
93530,Utilities,760.31
93531,Utilities,1031.87
93532,Shopping,171.97
93533,Utilities,3263.54
93534,Shopping,946.24
93535,Food,4100.99
93536,Rent,3654.91
93537,Shopping,4508.33
93538,Shopping,3712.14
93539,Shopping,4372.72
93540,Travel,2688.32
93541,Rent,3625.79
93542,Rent,3771.62
93543,Food,39.57
93544,Rent,985.03
93545,Food,2522.24
93546,Utilities,2852.42
93547,Utilities,3962.82
93548,Food,2017.35
93549,Shopping,2483.17
93550,Rent,1327.61
93551,Shopping,4237.02
93552,Rent,2974.25
93553,Shopping,879.98
93554,Utilities,2739.28
93555,Utilities,4803.19
